CustomerID,Recency,Frequency,Monetary,R_score,F_score,M_score,RFM_Score,Segment
13888,2.0,2,605.63,5,3,3,533,Recent Customers
13889,123.0,1,416.9,2,1,2,212,Others
13890,51.0,8,1518.11,4,5,4,454,Loyal Customers
13892,53.0,2,230.56,4,3,1,431,Others
13893,298.0,1,821.1,1,1,3,113,At Risk
13894,311.0,1,160.85,1,1,1,111,Lost
13895,29.0,3,1619.26,5,3,4,534,Recent Customers
13897,51.0,1,311.16,4,1,2,412,Others
13898,326.0,1,155.93,1,1,1,111,Lost
13899,68.0,1,298.5,4,1,2,412,Others
13900,95.0,3,740.95,3,3,3,333,Others
13901,73.0,5,2867.2,3,4,5,345,Big Spenders
13904,295.0,2,332.64,1,3,2,132,At Risk
13908,80.0,4,2369.55,3,4,5,345,Big Spenders
13911,58.0,9,2580.91,4,5,5,455,Loyal Customers
13914,274.0,1,321.07,1,1,2,112,At Risk
13917,50.0,2,272.04,4,3,2,432,Others
13918,50.0,2,1212.84,4,3,4,434,Others
13919,63.0,1,213.15,4,1,1,411,Others
13922,352.0,1,172.25,1,1,1,111,Lost
13923,54.0,1,351.13,4,1,2,412,Others
13924,45.0,4,1463.66,4,4,4,444,Others
13925,63.0,4,678.25,4,4,3,443,Others
13927,75.0,1,348.99,3,1,2,312,Others
13928,107.0,3,356.67,3,3,2,332,Others
13929,170.0,2,842.65,2,3,3,233,Others
13930,58.0,2,337.34,4,3,2,432,Others
13931,215.0,2,1237.53,1,3,4,134,At Risk
13932,295.0,1,307.4,1,1,2,112,At Risk
13933,110.0,2,608.79,3,3,3,333,Others
13934,264.0,1,922.1,1,1,4,114,At Risk
13936,180.0,1,376.58,2,1,2,212,Others
13937,170.0,1,158.85,2,1,1,211,Others
13938,243.0,1,71.66,1,1,1,111,Lost
13939,109.0,2,390.21,3,3,2,332,Others
13940,117.0,2,391.06,3,3,2,332,Others
13941,31.0,4,3859.3,5,4,5,545,Recent Customers
13946,80.0,3,561.57,3,3,3,333,Others
13948,361.0,1,102.0,1,1,1,111,Lost
13949,41.0,4,1819.57,5,4,4,544,Recent Customers
13950,74.0,2,323.66,3,3,2,332,Others
13951,177.0,3,674.45,2,3,3,233,Others
13952,188.0,2,3251.07,2,3,5,235,Big Spenders
13953,53.0,7,3515.68,4,5,5,455,Loyal Customers
13954,71.0,2,439.92,4,3,2,432,Others
13955,125.0,2,322.96,2,3,2,232,Others
13956,55.0,5,1026.42,4,4,4,444,Others
13959,80.0,3,598.2,3,3,3,333,Others
13960,72.0,1,128.1,3,1,1,311,Others
13962,128.0,1,117.6,2,1,1,211,Others
13963,252.0,4,664.54,1,4,3,143,At Risk
13967,146.0,1,80.7,2,1,1,211,Others
13969,44.0,15,6679.71,4,5,5,455,Loyal Customers
13971,96.0,6,1985.9,3,5,5,355,Loyal Customers
13972,71.0,2,190.25,4,3,1,431,Others
13973,288.0,1,264.7,1,1,2,112,At Risk
13974,50.0,1,413.59,4,1,2,412,Others
13975,121.0,6,2526.28,2,5,5,255,Loyal Customers
13976,207.0,1,357.98,2,1,2,212,Others
13978,46.0,1,158.99,4,1,1,411,Others
13979,74.0,1,869.87,3,1,3,313,Others
13982,40.0,4,1871.81,5,4,4,544,Recent Customers
13983,1.0,11,2590.46,5,5,5,555,Champions
13984,216.0,4,819.33,1,4,3,143,At Risk
13985,32.0,11,4901.18,5,5,5,555,Champions
13988,44.0,5,3685.52,4,4,5,445,Big Spenders
13989,240.0,1,896.67,1,1,4,114,At Risk
13990,66.0,1,311.3,4,1,2,412,Others
13991,53.0,3,540.25,4,3,3,433,Others
13992,90.0,1,76.8,3,1,1,311,Others
13993,31.0,8,3005.96,5,5,5,555,Champions
13994,40.0,5,1505.03,5,4,4,544,Recent Customers
13995,57.0,4,1177.93,4,4,4,444,Others
13999,29.0,10,3197.4,5,5,5,555,Champions
14000,5.0,1,635.66,5,1,3,513,Recent Customers
14001,46.0,3,2043.08,4,3,5,435,Big Spenders
14002,135.0,2,529.73,2,3,3,233,Others
14004,44.0,7,4582.64,4,5,5,455,Loyal Customers
14005,76.0,4,977.68,3,4,4,344,Others
14006,6.0,3,962.19,5,3,4,534,Recent Customers
14009,199.0,2,695.61,2,3,3,233,Others
14012,160.0,1,328.8,2,1,2,212,Others
14013,98.0,3,473.02,3,3,3,333,Others
14014,78.0,1,505.18,3,1,3,313,Others
14015,53.0,1,917.34,4,1,4,414,Others
14016,208.0,4,4341.21,2,4,5,245,Big Spenders
14019,47.0,3,1421.61,4,3,4,434,Others
14020,1.0,1,331.14,5,1,2,512,Recent Customers
14021,5.0,3,631.9,5,3,3,533,Recent Customers
14022,226.0,1,440.0,1,1,2,112,At Risk
14023,281.0,2,584.07,1,3,3,133,At Risk
14024,63.0,2,327.7,4,3,2,432,Others
14029,145.0,1,165.2,2,1,1,211,Others
14030,31.0,7,1816.81,5,5,4,554,Recent Customers
14031,50.0,16,12386.77,4,5,5,455,Loyal Customers
14032,6.0,9,2433.41,5,5,5,555,Champions
14034,217.0,2,473.91,1,3,3,133,At Risk
14035,29.0,5,1428.02,5,4,4,544,Recent Customers
14036,285.0,1,626.65,1,1,3,113,At Risk
14037,177.0,2,147.2,2,3,1,231,Others
14038,79.0,3,1560.38,3,3,4,334,Others
14039,182.0,1,152.2,2,1,1,211,Others
14040,9.0,11,2889.36,5,5,5,555,Champions
14041,267.0,1,141.41,1,1,1,111,Lost
14044,104.0,3,542.11,3,3,3,333,Others
14045,110.0,4,1659.75,3,4,4,344,Others
14046,285.0,1,154.99,1,1,1,111,Lost
14047,74.0,5,1308.61,3,4,4,344,Others
14048,161.0,1,409.93,2,1,2,212,Others
14049,201.0,3,3285.39,2,3,5,235,Big Spenders
14050,107.0,2,746.36,3,3,3,333,Others
14051,45.0,20,12920.44,4,5,5,455,Loyal Customers
14053,155.0,2,260.25,2,3,2,232,Others
14055,107.0,1,725.64,3,1,3,313,Others
14056,35.0,21,7151.24,5,5,5,555,Champions
14057,31.0,14,5143.54,5,5,5,555,Champions
14059,267.0,1,183.6,1,1,1,111,Lost
14060,57.0,18,5727.86,4,5,5,455,Loyal Customers
14062,72.0,11,9225.47,3,5,5,355,Loyal Customers
14064,5.0,5,1353.74,5,4,4,544,Recent Customers
14066,267.0,1,152.55,1,1,1,111,Lost
14067,245.0,1,224.67,1,1,1,111,Lost
14068,321.0,1,265.85,1,1,2,112,At Risk
14071,43.0,7,1097.58,5,5,4,554,Recent Customers
14073,152.0,1,151.04,2,1,1,211,Others
14075,212.0,2,624.7,2,3,3,233,Others
14076,305.0,1,122.47,1,1,1,111,Lost
14077,41.0,5,499.42,5,4,3,543,Recent Customers
14078,66.0,6,1049.37,4,5,4,454,Loyal Customers
14079,155.0,1,375.1,2,1,2,212,Others
14080,152.0,1,45.6,2,1,1,211,Others
14081,69.0,2,934.52,4,3,4,434,Others
14082,424.0,1,182.25,1,1,1,111,Lost
14083,37.0,9,1018.43,5,5,4,554,Recent Customers
14085,46.0,17,4169.72,4,5,5,455,Loyal Customers
14087,151.0,1,194.42,2,1,1,211,Others
14088,55.0,9,37603.05,4,5,5,455,Loyal Customers
14089,57.0,1,161.0,4,1,1,411,Others
14090,325.0,1,76.32,1,1,1,111,Lost
14092,132.0,12,3099.88,2,5,5,255,Loyal Customers
14096,40.0,12,35413.16,5,5,5,555,Champions
14098,274.0,1,147.35,1,1,1,111,Lost
14099,32.0,9,2527.19,5,5,5,555,Champions
14100,138.0,1,194.9,2,1,1,211,Others
14101,74.0,6,5976.79,3,5,5,355,Loyal Customers
14102,45.0,3,888.9,4,3,4,434,Others
14104,125.0,2,216.21,2,3,1,231,Others
14105,240.0,1,1266.23,1,1,4,114,At Risk
14107,52.0,7,2703.23,4,5,5,455,Loyal Customers
14108,90.0,2,597.91,3,3,3,333,Others
14109,73.0,1,144.2,3,1,1,311,Others
14110,1.0,10,5053.09,5,5,5,555,Champions
14111,6.0,3,295.5,5,3,2,532,Recent Customers
14112,41.0,6,2704.05,5,5,5,555,Champions
14113,79.0,3,1398.28,3,3,4,334,Others
14114,37.0,2,386.53,5,3,2,532,Recent Customers
14116,63.0,3,842.37,4,3,3,433,Others
14117,144.0,1,90.0,2,1,1,211,Others
14121,60.0,2,2018.57,4,3,5,435,Big Spenders
14124,85.0,1,419.58,3,1,2,312,Others
14125,29.0,2,2406.51,5,3,5,535,Recent Customers
14126,301.0,1,62.5,1,1,1,111,Lost
14127,93.0,3,709.71,3,3,3,333,Others
14128,256.0,1,305.54,1,1,2,112,At Risk
14129,120.0,4,878.81,3,4,3,343,Others
14130,320.0,1,483.86,1,1,3,113,At Risk
14132,3.0,9,2829.09,5,5,5,555,Champions
14133,305.0,3,605.64,1,3,3,133,At Risk
14135,39.0,15,4690.31,5,5,5,555,Champions
14138,120.0,1,344.17,3,1,2,312,Others
14139,47.0,1,415.82,4,1,2,412,Others
14140,121.0,2,935.05,2,3,4,234,Others
14141,74.0,3,715.66,3,3,3,333,Others
14142,697.0,1,311.81,1,1,2,112,At Risk
14143,134.0,1,115.8,2,1,1,211,Others
14145,47.0,4,3742.2,4,4,5,445,Big Spenders
14146,82.0,5,4191.0,3,4,5,345,Big Spenders
14147,79.0,2,483.4,3,3,3,333,Others
14148,234.0,1,157.2,1,1,1,111,Lost
14149,280.0,1,446.62,1,1,2,112,At Risk
14150,243.0,2,658.64,1,3,3,133,At Risk
14152,76.0,2,621.29,3,3,3,333,Others
14154,240.0,2,1345.62,1,3,4,134,At Risk
14155,267.0,1,118.75,1,1,1,111,Lost
14156,29.0,50,109001.33,5,5,5,555,Champions
14157,286.0,1,277.17,1,1,2,112,At Risk
14158,41.0,1,507.66,5,1,3,513,Recent Customers
14159,41.0,10,3845.19,5,5,5,555,Champions
14161,127.0,3,1110.52,2,3,4,234,Others
14162,174.0,2,289.36,2,3,2,232,Others
14163,64.0,4,2445.91,4,4,5,445,Big Spenders
14164,71.0,2,1631.77,4,3,4,434,Others
14165,98.0,1,122.54,3,1,1,311,Others
14167,9.0,4,574.84,5,4,3,543,Recent Customers
14171,304.0,1,363.79,1,1,2,112,At Risk
14173,46.0,2,243.81,4,3,2,432,Others
14174,182.0,1,134.46,2,1,1,211,Others
14175,172.0,2,1205.99,2,3,4,234,Others
14176,298.0,4,576.9,1,4,3,143,At Risk
14177,87.0,4,559.41,3,4,3,343,Others
14178,29.0,6,1422.19,5,5,4,554,Recent Customers
14179,41.0,2,719.78,5,3,3,533,Recent Customers
14180,58.0,24,4588.17,4,5,5,455,Loyal Customers
14185,9.0,1,197.65,5,1,1,511,Recent Customers
14188,72.0,6,2054.36,3,5,5,355,Loyal Customers
14189,44.0,14,4351.64,4,5,5,455,Loyal Customers
14191,53.0,11,3575.96,4,5,5,455,Loyal Customers
14193,270.0,1,422.54,1,1,2,112,At Risk
14194,43.0,17,8602.91,5,5,5,555,Champions
14195,202.0,2,1012.0,2,3,4,234,Others
14196,107.0,1,335.52,3,1,2,312,Others
14198,87.0,3,528.8,3,3,3,333,Others
14199,219.0,1,185.4,1,1,1,111,Lost
14201,81.0,6,627.14,3,5,3,353,Loyal Customers
14204,151.0,1,161.03,2,1,1,211,Others
14205,265.0,1,222.9,1,1,1,111,Lost
14206,240.0,1,328.16,1,1,2,112,At Risk
14208,184.0,1,151.74,2,1,1,211,Others
14209,39.0,5,1876.33,5,4,4,544,Recent Customers
14210,106.0,6,1905.84,3,5,5,355,Loyal Customers
14211,54.0,9,2241.1,4,5,5,455,Loyal Customers
14212,31.0,1,1070.48,5,1,4,514,Recent Customers
14214,51.0,5,1004.38,4,4,4,444,Others
14215,78.0,5,1343.91,3,4,4,344,Others
14216,181.0,3,1046.36,2,3,4,234,Others
14217,39.0,15,1759.62,5,5,4,554,Recent Customers
14218,43.0,1,169.48,5,1,1,511,Recent Customers
14219,212.0,1,89.94,2,1,1,211,Others
14220,189.0,2,632.4,2,3,3,233,Others
14221,43.0,9,3432.8,5,5,5,555,Champions
14222,178.0,1,683.17,2,1,3,213,Others
14223,123.0,3,991.13,2,3,4,234,Others
14224,111.0,4,1050.12,3,4,4,344,Others
14226,29.0,5,2232.19,5,4,5,545,Recent Customers
14227,86.0,9,3031.9,3,5,5,355,Loyal Customers
14229,52.0,3,1547.2,4,3,4,434,Others
14231,95.0,3,925.71,3,3,4,334,Others
14232,43.0,5,2048.07,5,4,5,545,Recent Customers
14233,5.0,4,1462.72,5,4,4,544,Recent Customers
14234,46.0,3,661.82,4,4,3,443,Others
14235,76.0,5,3144.86,3,4,5,345,Big Spenders
14236,81.0,2,490.86,3,3,3,333,Others
14237,697.0,1,161.0,1,1,1,111,Lost
14238,327.0,1,146.85,1,1,1,111,Lost
14239,44.0,11,2380.85,4,5,5,455,Loyal Customers
14240,90.0,2,890.34,3,3,4,334,Others
14241,95.0,1,213.7,3,1,1,311,Others
14242,235.0,2,280.55,1,3,2,132,At Risk
14243,128.0,10,2588.77,2,5,5,255,Loyal Customers
14245,249.0,2,1693.45,1,3,4,134,At Risk
14246,111.0,3,1474.06,3,4,4,344,Others
14247,190.0,1,136.77,2,1,1,211,Others
14248,319.0,1,302.58,1,1,2,112,At Risk
14250,31.0,3,1904.05,5,4,5,545,Recent Customers
14251,58.0,2,1741.74,4,3,4,434,Others
14256,261.0,2,969.06,1,3,4,134,At Risk
14257,124.0,4,2725.84,2,4,5,245,Big Spenders
14258,31.0,8,11298.38,5,5,5,555,Champions
14259,142.0,1,120.0,2,1,1,211,Others
14261,51.0,2,1163.45,4,3,4,434,Others
14262,54.0,7,2412.61,4,5,5,455,Loyal Customers
14264,125.0,2,333.97,2,3,2,232,Others
14265,110.0,2,530.18,3,3,3,333,Others
14267,163.0,3,1516.24,2,4,4,244,Others
14270,9.0,1,492.65,5,1,3,513,Recent Customers
14271,226.0,1,112.32,1,1,1,111,Lost
14272,74.0,2,437.96,3,3,2,332,Others
14273,36.0,4,559.97,5,4,3,543,Recent Customers
14276,4.0,3,1119.74,5,4,4,544,Recent Customers
14277,35.0,1,1637.43,5,1,4,514,Recent Customers
14280,197.0,1,134.04,2,1,1,211,Others
14282,82.0,13,3404.14,3,5,5,355,Loyal Customers
14284,87.0,2,595.25,3,3,3,333,Others
14285,76.0,3,1554.03,3,4,4,344,Others
14286,36.0,2,2692.85,5,3,5,535,Recent Customers
14287,199.0,3,176.63,2,4,1,241,Others
14288,66.0,1,426.6,4,1,2,412,Others
14289,6.0,6,911.26,5,5,4,554,Recent Customers
14290,57.0,3,1321.62,4,4,4,444,Others
14291,32.0,10,3272.83,5,5,5,555,Champions
14292,1.0,9,4871.93,5,5,5,555,Champions
14293,148.0,4,1046.56,2,4,4,244,Others
14295,41.0,1,166.2,5,1,1,511,Recent Customers
14297,52.0,2,247.45,4,3,2,432,Others
14298,53.0,44,51527.3,4,5,5,455,Loyal Customers
14299,79.0,7,3133.01,3,5,5,355,Loyal Customers
14301,118.0,1,640.14,3,1,3,313,Others
14304,339.0,1,383.45,1,1,2,112,At Risk
14305,72.0,3,1858.96,3,4,4,344,Others
14306,52.0,2,2093.32,4,3,5,435,Big Spenders
14307,1.0,6,2995.72,5,5,5,555,Champions
14309,29.0,9,2352.53,5,5,5,555,Champions
14311,36.0,1,310.26,5,1,2,512,Recent Customers
14312,37.0,6,1611.59,5,5,4,554,Recent Customers
14314,107.0,1,120.0,3,1,1,311,Others
14315,45.0,6,2481.13,4,5,5,455,Loyal Customers
14320,39.0,2,477.79,5,3,3,533,Recent Customers
14321,70.0,4,1230.59,4,4,4,444,Others
14323,115.0,2,605.06,3,3,3,333,Others
14326,36.0,1,183.85,5,1,1,511,Recent Customers
14327,164.0,1,311.65,2,1,2,212,Others
14329,37.0,5,4646.39,5,4,5,545,Recent Customers
14331,136.0,2,462.66,2,3,3,233,Others
14332,148.0,1,119.04,2,1,1,211,Others
14334,68.0,7,2328.71,4,5,5,455,Loyal Customers
14335,245.0,1,359.25,1,1,2,112,At Risk
14336,129.0,3,1114.39,2,4,4,244,Others
14338,197.0,2,588.22,2,3,3,233,Others
14339,36.0,1,309.52,5,1,2,512,Recent Customers
14340,219.0,1,134.7,1,1,1,111,Lost
14341,46.0,8,2182.28,4,5,5,455,Loyal Customers
14342,121.0,3,510.78,2,4,3,243,Others
14344,98.0,8,889.93,3,5,4,354,Loyal Customers
14345,333.0,1,108.98,1,1,1,111,Lost
14346,32.0,2,1021.58,5,3,4,534,Recent Customers
14348,261.0,1,409.57,1,1,2,112,At Risk
14350,68.0,1,282.93,4,1,2,412,Others
14351,165.0,1,51.0,2,1,1,211,Others
14352,37.0,4,1078.96,5,4,4,544,Recent Customers
14353,127.0,1,90.6,2,1,1,211,Others
14354,90.0,2,163.62,3,3,1,331,Others
14355,454.0,1,174.4,1,1,1,111,Lost
14356,80.0,2,701.23,3,3,3,333,Others
14357,44.0,1,225.77,4,1,1,411,Others
14359,43.0,2,785.48,5,3,3,533,Recent Customers
14360,121.0,2,1345.64,2,3,4,234,Others
14364,5.0,8,3717.35,5,5,5,555,Champions
14367,33.0,15,8946.67,5,5,5,555,Champions
14368,320.0,1,155.0,1,1,1,111,Lost
14371,296.0,1,100.5,1,1,1,111,Lost
14373,359.0,1,76.55,1,1,1,111,Lost
14375,157.0,1,257.68,2,1,2,212,Others
14377,263.0,2,617.05,1,3,3,133,At Risk
14379,45.0,2,348.1,4,3,2,432,Others
14381,53.0,1,202.68,4,1,1,411,Others
14383,164.0,2,571.97,2,3,3,233,Others
14386,297.0,1,142.4,1,1,1,111,Lost
14387,75.0,3,1770.56,3,4,4,344,Others
14388,63.0,7,2740.86,4,5,5,455,Loyal Customers
14389,307.0,1,311.14,1,1,2,112,At Risk
14390,5.0,6,3036.87,5,5,5,555,Champions
14393,219.0,1,67.95,1,1,1,111,Lost
14395,79.0,8,3197.17,3,5,5,355,Loyal Customers
14396,638.0,1,110.35,1,1,1,111,Lost
14397,4.0,16,2132.96,5,5,5,555,Champions
14400,150.0,1,574.7,2,1,3,213,Others
14401,65.0,13,4051.48,4,5,5,455,Loyal Customers
14403,142.0,4,1475.81,2,4,4,244,Others
14404,109.0,6,1474.32,3,5,4,354,Loyal Customers
14406,2.0,1,156.75,5,1,1,511,Recent Customers
14407,108.0,6,2157.73,3,5,5,355,Loyal Customers
14408,172.0,6,2298.31,2,5,5,255,Loyal Customers
14409,72.0,6,2059.45,3,5,5,355,Loyal Customers
14410,123.0,9,1105.07,2,5,4,254,Loyal Customers
14411,311.0,1,1063.0,1,1,4,114,At Risk
14412,43.0,2,770.03,5,3,3,533,Recent Customers
14413,363.0,1,122.7,1,1,1,111,Lost
14414,92.0,7,1496.98,3,5,4,354,Loyal Customers
14415,43.0,11,5507.99,5,5,5,555,Champions
14416,43.0,1,361.0,5,1,2,512,Recent Customers
14418,109.0,2,1047.79,3,3,4,334,Others
14419,74.0,4,714.92,3,4,3,343,Others
14420,335.0,1,387.52,1,1,2,112,At Risk
14421,5.0,2,813.11,5,3,3,533,Recent Customers
14422,54.0,5,3933.09,4,4,5,445,Big Spenders
14423,219.0,1,265.2,1,1,2,112,At Risk
14426,129.0,8,3810.5,2,5,5,255,Loyal Customers
14427,51.0,1,41.6,4,1,1,411,Others
14428,80.0,5,1244.83,3,4,4,344,Others
14431,69.0,1,470.36,4,1,3,413,Others
14432,31.0,3,1083.33,5,4,4,544,Recent Customers
14434,52.0,3,790.8,4,4,3,443,Others
14436,304.0,1,89.06,1,1,1,111,Lost
14437,454.0,1,63.0,1,1,1,111,Lost
14438,191.0,1,131.9,2,1,1,211,Others
14439,320.0,1,2661.24,1,1,5,115,Big Spenders
14440,43.0,5,2357.68,5,4,5,545,Recent Customers
14441,44.0,4,1712.89,4,4,4,444,Others
14442,205.0,2,1589.82,2,3,4,234,Others
14443,54.0,4,1420.2,4,4,4,444,Others
14446,29.0,4,1039.58,5,4,4,544,Recent Customers
14447,51.0,4,872.47,4,4,3,443,Others
14448,424.0,1,102.35,1,1,1,111,Lost
14449,159.0,2,401.3,2,3,2,232,Others
14450,4.0,3,483.25,5,4,3,543,Recent Customers
14451,195.0,1,360.0,2,1,2,212,Others
14452,154.0,1,127.37,2,1,1,211,Others
14453,307.0,1,119.93,1,1,1,111,Lost
14456,31.0,8,2725.86,5,5,5,555,Champions
14457,311.0,1,113.64,1,1,1,111,Lost
14459,156.0,1,1837.92,2,1,4,214,Others
14460,111.0,3,434.34,3,4,2,342,Others
14461,149.0,3,2103.06,2,4,5,245,Big Spenders
14462,32.0,10,1702.15,5,5,4,554,Recent Customers
14463,171.0,3,529.62,2,4,3,243,Others
14465,69.0,3,1058.62,4,4,4,444,Others
14466,60.0,7,2272.4,4,5,5,455,Loyal Customers
14467,47.0,2,311.97,4,3,2,432,Others
14470,288.0,1,297.64,1,1,2,112,At Risk
14472,64.0,8,1936.84,4,5,5,455,Loyal Customers
14473,75.0,2,234.34,3,3,1,331,Others
14474,47.0,1,547.66,4,1,3,413,Others
14475,72.0,3,925.85,3,4,4,344,Others
14476,258.0,1,215.7,1,1,1,111,Lost
14477,51.0,3,964.2,4,4,4,444,Others
14479,254.0,2,316.25,1,3,2,132,At Risk
14481,165.0,2,636.51,2,3,3,233,Others
14482,46.0,5,1679.35,4,4,4,444,Others
14483,282.0,1,137.1,1,1,1,111,Lost
14484,51.0,1,321.92,4,1,2,412,Others
14485,333.0,1,165.75,1,1,1,111,Lost
14487,31.0,5,1044.14,5,4,4,544,Recent Customers
14489,208.0,1,463.38,2,1,3,213,Others
14491,176.0,2,340.93,2,3,2,232,Others
14493,47.0,4,2002.04,4,4,5,445,Big Spenders
14495,51.0,2,123.8,4,3,1,431,Others
14496,342.0,2,538.81,1,3,3,133,At Risk
14497,283.0,1,475.37,1,1,3,113,At Risk
14498,43.0,5,1957.32,5,4,5,545,Recent Customers
14499,134.0,2,370.96,2,3,2,232,Others
14500,1.0,3,356.85,5,4,2,542,Recent Customers
14501,95.0,2,251.21,3,3,2,332,Others
14502,150.0,9,1651.59,2,5,4,254,Loyal Customers
14503,71.0,4,2055.32,4,4,5,445,Big Spenders
14504,48.0,4,673.26,4,4,3,443,Others
14505,66.0,7,5210.45,4,5,5,455,Loyal Customers
14506,163.0,3,831.66,2,4,3,243,Others
14507,41.0,5,1145.58,5,4,4,544,Recent Customers
14508,31.0,1,137.56,5,1,1,511,Recent Customers
14511,123.0,3,695.05,2,4,3,243,Others
14512,218.0,2,275.28,1,3,2,132,At Risk
14513,101.0,3,455.59,3,4,2,342,Others
14514,9.0,2,403.11,5,3,2,532,Recent Customers
14515,219.0,2,765.65,1,3,3,133,At Risk
14517,142.0,2,330.45,2,3,2,232,Others
14520,120.0,2,270.6,3,3,2,332,Others
14522,72.0,3,831.5,3,4,3,343,Others
14523,109.0,1,241.09,3,1,2,312,Others
14524,72.0,9,1867.68,3,5,4,354,Loyal Customers
14525,32.0,8,3335.58,5,5,5,555,Champions
14527,1.0,51,7633.82,5,5,5,555,Champions
14528,302.0,1,364.22,1,1,2,112,At Risk
14529,78.0,2,358.42,3,3,2,332,Others
14530,154.0,5,2546.12,2,4,5,245,Big Spenders
14532,237.0,4,932.85,1,4,4,144,At Risk
14533,31.0,3,1143.36,5,4,4,544,Recent Customers
14534,2.0,15,3166.51,5,5,5,555,Champions
14535,220.0,2,1653.91,1,3,4,134,At Risk
14536,260.0,1,171.8,1,1,1,111,Lost
14537,58.0,1,355.56,4,1,2,412,Others
14538,257.0,1,106.5,1,1,1,111,Lost
14539,45.0,1,72.13,4,1,1,411,Others
14540,76.0,2,681.53,3,3,3,333,Others
14541,36.0,7,1315.65,5,5,4,554,Recent Customers
14542,157.0,1,103.25,2,1,1,211,Others
14543,29.0,16,3630.33,5,5,5,555,Champions
14544,362.0,1,1121.92,1,1,4,114,At Risk
14546,41.0,5,2578.09,5,4,5,545,Recent Customers
14547,55.0,4,1447.8,4,4,4,444,Others
14548,3.0,2,652.8,5,3,3,533,Recent Customers
14549,342.0,1,289.24,1,1,2,112,At Risk
14550,45.0,1,340.79,4,1,2,412,Others
14551,205.0,1,125.43,2,1,1,211,Others
14552,33.0,1,165.07,5,1,1,511,Recent Customers
14553,182.0,4,717.79,2,4,3,243,Others
14554,53.0,1,351.83,4,1,2,412,Others
14555,58.0,2,324.14,4,3,2,432,Others
14557,86.0,1,788.38,3,1,3,313,Others
14560,44.0,20,1880.75,4,5,4,454,Loyal Customers
14561,76.0,3,1080.76,3,4,4,344,Others
14562,50.0,16,4537.74,4,5,5,455,Loyal Customers
14565,114.0,4,3099.12,3,4,5,345,Big Spenders
14566,111.0,1,1432.0,3,1,4,314,Others
14567,57.0,2,1530.36,4,3,4,434,Others
14569,120.0,1,227.39,3,1,1,311,Others
14570,251.0,2,218.06,1,3,1,131,At Risk
14572,41.0,7,2832.84,5,5,5,555,Champions
14573,35.0,9,1653.42,5,5,4,554,Recent Customers
14576,666.0,1,35.4,1,1,1,111,Lost
14577,164.0,3,646.64,2,4,3,243,Others
14578,181.0,1,168.63,2,1,1,211,Others
14582,41.0,1,114.11,5,1,1,511,Recent Customers
14583,145.0,5,1052.55,2,4,4,244,Others
14584,95.0,4,1042.26,3,4,4,344,Others
14585,51.0,1,157.05,4,1,1,411,Others
14586,129.0,1,237.36,2,1,1,211,Others
14587,9.0,8,1473.53,5,5,4,554,Recent Customers
14589,638.0,1,39.75,1,1,1,111,Lost
14591,66.0,1,250.22,4,1,2,412,Others
14592,57.0,2,306.5,4,3,2,432,Others
14593,199.0,2,339.59,2,3,2,232,Others
14594,301.0,2,379.83,1,3,2,132,At Risk
14595,57.0,3,1391.32,4,4,4,444,Others
14597,338.0,1,165.1,1,1,1,111,Lost
14598,45.0,1,221.97,4,1,1,411,Others
14600,161.0,1,393.33,2,1,2,212,Others
14603,68.0,1,660.0,4,1,3,413,Others
14606,5.0,85,11131.59,5,5,5,555,Champions
14607,46.0,11,13450.2,4,5,5,455,Loyal Customers
14608,60.0,4,1785.15,4,4,4,444,Others
14609,73.0,4,601.56,3,4,3,343,Others
14616,36.0,3,406.08,5,4,2,542,Recent Customers
14618,192.0,1,211.8,2,1,1,211,Others
14619,128.0,1,394.44,2,1,2,212,Others
14620,206.0,2,412.78,2,3,2,232,Others
14621,90.0,5,1788.36,3,4,4,344,Others
14622,126.0,1,320.58,2,1,2,212,Others
14623,44.0,5,889.25,4,4,4,444,Others
14624,58.0,1,15.6,4,1,1,411,Others
14625,197.0,2,899.63,2,3,4,234,Others
14626,93.0,2,1571.29,3,3,4,334,Others
14628,36.0,2,671.96,5,3,3,533,Recent Customers
14629,48.0,2,959.01,4,3,4,434,Others
14631,51.0,3,1006.98,4,4,4,444,Others
14632,263.0,1,114.56,1,1,1,111,Lost
14633,267.0,1,344.9,1,1,2,112,At Risk
14636,269.0,2,609.85,1,3,3,133,At Risk
14638,51.0,1,443.6,4,1,2,412,Others
14639,32.0,6,2984.49,5,5,5,555,Champions
14640,148.0,4,1501.06,2,4,4,244,Others
14643,171.0,2,693.81,2,3,3,233,Others
14644,299.0,1,187.5,1,1,1,111,Lost
14645,98.0,2,597.09,3,3,3,333,Others
14646,2.0,64,268299.09,5,5,5,555,Champions
14647,202.0,1,243.22,2,1,2,212,Others
14649,35.0,4,1417.29,5,4,4,544,Recent Customers
14651,5.0,1,416.32,5,1,2,512,Recent Customers
14652,78.0,1,114.18,3,1,1,311,Others
14653,41.0,4,1293.16,5,4,4,544,Recent Customers
14655,71.0,3,1574.08,4,4,4,444,Others
14656,170.0,2,291.05,2,3,2,232,Others
14657,156.0,3,638.94,2,4,3,243,Others
14658,118.0,2,247.15,3,3,2,332,Others
14659,79.0,9,2529.93,3,5,5,355,Loyal Customers
14660,87.0,2,285.74,3,3,2,332,Others
14662,29.0,4,771.17,5,4,3,543,Recent Customers
14664,182.0,1,389.04,2,1,2,212,Others
